user_id,recency,frequency,monetary,avg_order_value,Cluster,agg_cluster
"AF2FWVZPG6WMO4ERTECABX7BLUGQ,AFHFTUD3BM25DHFHSE7N642W5LEQ,AF7JB6HX2S3TCZRZSRJFOWRCW7CQ,AFDVOFPLM2S3QKJ4FVMZRSCKOT5A,AGDKPXTUSV3HTZTBDED64VHC5J5A,AEA6LQAAQNTPHS6NGAL6DDVFJZ3A,AFX3KZYHLGEF5Y2EAEGRMVVPBHTA,AHXGBF2ZTVWC64GMFRCTEINBQZIA",395,1,379.0,379.0,0,0
"AF2JJYV2AX7CVSWYMLNZGFVHPLZA,AF4ZKPEZDK4MBC74G6DZYE4YPXNA,AFQRDDZDX24M6MLI75ZZBFLDSTSQ,AHL56ROKLAVDGP3ZRN45JIXXQ2GQ,AEJBNCW6FFRYFFVPDZU6AYD2LRBQ,AH7AIYFOHJAKH6SM4KNT6GNCHWNQ,AEWUBQURRQIYWSK5SBEOLZJRAP6Q,AHIRJYCO7S265XRVOHKEQJV6BPIQ",114,1,645.0,645.0,0,0
"AF2JQCLSCY3QJATWUNNHUSVUPNQQ,AFDMLUXC5LS5RXDJSJJRHNBURIVQ,AHMWJ32LQF2YEADFPUML4EKXUC3Q,AFXERFNWKFFWECCPZJBRP2N23XJA,AG74HALEHHRAVFNXFHBM75RWZD6Q,AEDOS7O5DUVDYA7EHU6VERPRAFMA,AFKWDCNGBBYBDQBKMFJUVJYY77XQ,AGQCHAIK5FZZOA67FTG7HET7VVJQ",2,1,1399.0,1399.0,1,0
"AF2OOHAIFJV65X44LFLRPUNYNXJA,AEL7OJOT5HFIZJT6RTL22ZZAUGYQ,AF43XH2JF4FSNTEDGKDV45XU3YKA,AHCQQW6WJP6K3IUVKIIXHIUVHMEQ,AG4RZWPPUDNODTIYYVLFSFHEKF4A,AGETIFKS5QE6BZCQPL5IFZ55INOQ,AHJVGRPUU4HSNRCPSCNXR6H6QHSQ,AFOUP7R7AZ6BWMGBDPE7ICSN6R4A",376,1,349.0,349.0,0,0
"AF2PEMNSWZSUIHRAPJGOPJ7GAF6A,AHJATMZUL2L2MVZDRBBE2YCLSDUQ,AHMCOOZB4T62PFVOC5KYTRN7AKCA,AHO6HF6W242DPCOUL337SAZ4RFWA,AEPIMKMLGRFWLU7CETWUPBCLFR7Q,AGT4OV5ZEJELU6LGJ3SVHQBHUBYQ,AGBJZG3XMZ3WPI7FY2DLYYXSBUNQ,AHG4NWCAUQ7X2Q2OYOIB5WRNPHWQ",854,1,549.0,549.0,0,0
"AF2RABP57DKRSINAD3R2DKITOV7Q,AEGE3H7UIM7FCTYQKD3MMRM3EXMA,AF35WMTKE2Q2F5DQEVAGC5VDLAYA,AEW2XGFZJOWDL6B4TNN4TZC2TRFA,AFQIRFHBUQALCU2BDHWX6T6YOJ2Q,AGFIPI7I4JGMPSNAVSWCA4P2WIAQ,AF4LSZBP7I7DOSKCLX5MZGSR7WJA,AHPDWYQTQGOMTW2T43NC4QQJIWSQ",480,1,230.0,230.0,0,0
"AF33NXAARAF2D6VUOBSIWL5CV5MA,AFPPWBB7UVUGIXVIQVFWL5CN6XAA,AFM47S7NXDRALSGXS4LAFU743QJQ,AG7B6TJPNXKVLBY3RPA6HSCFJW2Q,AHBJAEOHXRCVYWBFYUOG2G7NTVLQ,AF6DRSZOQ6E5M6BH27L3GA3SYW4Q,AHAPGUPBVNULSTPS5Y3SXCSWGT6A,AEQGO3ENRW4OGBGWUNECEWY7LMZQ",484,1,770.0,770.0,0,0
"AF37SWB5BJAXD6F2Q74M6HJIHADA,AFP7XI3X4GGJVQCYYPJZ3Y3KZJFA,AFC5CQXBCJCOU4VWPCMLLQV5NJRA,AF5L22PGGUCE6JRZN7Q6CZJMMH5A,AEZQUPHUINOCTERMXT3HOTVPLYGQ,AGLYWTUJ7XAWSKGMRXZEMUHNN3QA,AF2GJR4HSNPC5E7MMHUMDK5QR4PA,AHR6Y7I727FA6UYUHTZYNGOGDV2A",849,1,266.0,266.0,0,0
"AF3GETWWBGMLASY2KKNNBS2VO6DQ,AEZPNXZLF5U7XEX6TOW3J56C3XDA,AF772O5YC4ZR6O2Y4VMIWTWEZMPA,AECNKBFNUZ5AY4RLJIYQOHMMKQVA,AH7MHPNMOPCXJHV56ITYG5BNCVNA,AGVVJUVII5T3HT6O5F7YHQNOXCPA,AGEDNYHQPV3GSF7ZKA3WWGDLKGGQ,AEDVHCTFRSHLBEEGFK3H45GATQFA",779,1,157.0,157.0,0,0
"AF3HHR5VANS5ZX2IATPSOZDFEP7A,AEGDY32LMHDQODUG3Y452L2DSSOQ,AFYM2YCDE6SZB4OHEG4NX7OWJI5Q,AGIT26W6BSDLN6OOXKXIYASNSPXA,AG6WNF3AQBACEWDTRW6UM2MALT2A,AHKRFXJ6RBOTGHZ2QFSLO5BBRHIA,AHMRH27KXXRCKPVINMYZCJRLSGZA,AGOU3P3LXMXSZTQLWKGNGS3Y5TYQ",745,1,2499.0,2499.0,1,1
"AF3I4EPZQIK3OVITINOGTUMCWQ7A,AFGJUJ3SUS35KINKLVKUSSPQOF7Q,AFLU4N3XW4NR5F76OYE32MFHFNDQ,AEBQPMPROYPTAQLTNBBFS4OQBYGQ,AGS4LZEEXWBXM5YCLRHDMZFDHVXQ,AGTW4HJCRU3PV3RWFQZ3OY7A6FLQ,AHKHL25G2FSHGHSMWDVH47N2IEFQ,AGY7TVIILTBSFMWBPYTIWLTOEZ2Q",458,1,199.0,199.0,0,0
"AF3KXMJ35ELNULRGLJMSPONWTBLQ,AF2GY2M5UI7P6K2JHL5C6NOTQ6MA,AHHPP7KV72ZCVMFDBEPBQE7KXFKA,AE36KAI4PDY27JY3SBFA62OR6TFQ,AFXXE66PDZJEYLRJFXBVKDQX5WAQ,AH374DUL3BPYKQGLTWIP5UXDB4CA,AEOF5PFDHSQRCVD4E4PHG7ZQDHXA,AGX2PGENWLBTPLJJRL6EC4QZ6UBA",1151,1,2699.0,2699.0,1,1
"AF3XUWT2436N7RHNRA7RNALJB74Q,AEOI5IZQ52FK6IT2FCZNE5LUCBNA,AFHQK5EVOXJQOV6ND7A7RESRSZXQ,AERDX5Z6F4SNHSYXM6Q3RKZHNHRQ,AGLTJEIA65FMSJC555OYU5ZMNOLA,AHRW74XAWDCJR7LLTQZTX6NNTY6A,AHNLND23LRRQQ5HTBQGEKYKUYDJA,AE3WB4ZVEGCMAZMHPCPLCQNKKQHQ",1253,1,204.0,204.0,0,0
"AF42E36WI766TJEIU3A43B5SKHDA,AFTX5FBSNUBV4KDAAFCLPYVIT7PA,AEQ6GH2IHN2VPIDQTT5LUKGH6GXA,AG3Q4BJZXEPHGTX4QEJZGHQJIDMQ,AFPKII5ZDNUD3OIMHD5FUTKBOGNQ,AFBGSJVXAQRB4AOEX6CFHBBQEVXQ,AHLRNSGTZ5G2HBYEKPABQST4A3NA,AF7X57ZWMMENYXKPBWBXQVLFZ46Q",1254,1,252.0,252.0,0,0
"AF46TGPPTX6KI5LAMPWQUT2FWGAA,AEKJQ26OPCPGJGTROLSFYDTZQI5A,AG4TMVLE2E2Y6MTLHIY357BFY2MQ,AGHHIDEH53KUJLOZPDE4LR2HJQFQ,AG45O2BGKXV2KHQ7RPLX6VGRK3NA,AGGBACZMWOUQYTGTBUCNPPRSLR3Q,AFIQSIL7ISWOODN5KHNEOMLRTICQ,AGKTUWZXN4S5YSUFCOS2HZWGEVRQ",403,1,1490.0,1490.0,1,0
"AF4AWOIIGQUD4IZ6QNWXVHL6OKTQ,AHGZNSZ5ECVXE3L5RCORYAQXCDAA,AGXKMOT2VJHSKVF2RGDS3WHGFBCA,AHACIJNM7YURLENNI7T2GIOMOQZA,AE3KVLQI3N4354HVJ5YAIHRJFQSQ,AHYCGGRP7XQVIYP6NRVZI6A7FH2A,AFWFAON3AFS63R4TZJ2DPHHB7KMQ,AFZ4LNRNW2PKH2TMZM6QH2KJNQCQ",875,1,599.0,599.0,0,0
"AF4B327ZIB5IJWIFEVY6BWMB75VA,AGDV7VQGI42G6HVOGW2OSWKHBPWA,AGPK4QIB6E5RFJAYZCNS7XRT5OVQ,AHN2VCYDPYHUDXSLFOLGIN5J46XQ,AFYLAHK2PMQOEZJNIM4V7N7ZETYA,AHZBOE4W3PUVBX7VYDBE57VDPMBA,AFQDUFM2UWWPT2WM2ETLFVSEAVUA,AHVI4UXZR4TUQT7MQLVDZXKWTOOA",88,1,889.0,889.0,0,0
"AF4KTTHGNSGQHWC7BH5MSSBCULSQ,AHWQEIF54O5IUHXFM4KLVIMX6YWQ,AFBQJKVQBIRCTEMBWG5L4NWR773A,AFLEMCYMHBBD4SS4YSWSCUKRMCDA,AGDA3OTCGWNENWPDHBYUKTNT6HAA,AFNUOPGKWNLCY6GPXD5H56IFRX5A,AF57FEWFICIDRUJYGJ55JQSWIENA,AHVJXVQRKI3OSKNANNJW6ODKFJTA",273,1,1484.0,1484.0,1,0
"AF4OLYBDMHJV5DUGONVIH7GU2V7Q,AEZNF3N52DQTHYBJ6ZKUG7UWXDIA,AHJ57SAHKACWMDHRDRNH5UXKQXRA,AH4FR3DUUHVLCFVUWCBTGF7BXQKQ,AFDFQBUFDOO44TCLCYJUSZFXRGBA,AH2JJHAQBJCR3JS2MWWMMOJ4JNPQ,AGMA33G2B4VFZS7GEQGKDFA7YM7Q,AESE5F7Z2OTRLIJKOPESC73ZQ72Q",345,1,319.0,319.0,0,0
"AF4PTAVL6VZB5QTMNHLKUQ3LMZLA,AGI4BM5ZRGDD4KB3QH72FI37ZKRA,AE26ZTVZB6CB4VML6JSTYTL2QG6A,AGLRTBQ52OBASLMH3FAS7DJDB5TQ,AHKTDBCHIOLSIJYHGICL222OLCCQ,AHQ6EYMJ7JXCKR4O6EDJ7P7FW77Q,AG6ARD7AF2XBUTKPW35SH7ACMJOA,AHP7P3UVBYKC36AWMWNY6V7UTIQQ",216,1,1349.0,1349.0,1,0
"AF4T2X4ERS7QGU6JMK3GRNIMH2AQ,AGVN4E6XEWZFGGBQRKLBDQDRJW4A,AF3LTXGROTRPTNO747RCWCTEONUQ,AEIM7QAPGI5IXJG5XRJCLPBNDNZQ,AGWGB5WLNQZEBFOISXW562TNCKNQ,AFBZ5YXV5MZWW3BL6D74PJDKEM7Q,AFAQNP7A3V3LBMYSP2GNUNTQIZ2Q,AHYFD4V3SISZ2UMN2RLAF472Q4IQ",45,1,184.0,184.0,0,0
"AF52SZE3RZ4OMSOTV2XLI7FOVKMA,AH3M2HOCS7VMTXCOYYI2AKZTFQDA,AF3XCKUXNVV4TXZRHMFCHOP4A3OQ,AGFDIWO3DFWN2Z4EMNSGIOVOBHEQ,AEVS6WG5PFGQNGWB34Y4NBYQD5SQ,AHBHVBSLQAZYWDF5O7IURE36WXPQ,AGEZA6R66R66NKFHY5CKESBG6S6Q,AFDB5OD5HO5R7BDUFTK2VEMEOCLQ",601,1,199.0,199.0,0,0
"AF535RV7I3GDWBJZWB7HOLHYAUFA,AENGUPOM2EDK3DTX7BZUWYKZIDJA,AFDSO2WPP2FVD5GLVREORVV23VNA,AG36G3XPHERLKRDG7XYQ2IWJWPIQ,AFZYCNGGJWPEVKRYOBQCJFBFPF2A,AFRJUP6OCPKPDASMS3ZF4CXWXCXA,AEW2RGBB7GXPNUGFBMKMK4OKGE7Q,AEGZCGGDNS4ZRNPG3CDULRVB5Z5A",1052,1,199.0,199.0,0,0
"AF5OHXMN4BMFYFBAHRA3KF55LEMQ,AEDYGQWG3MQCXE4NAFPHEKHC65RA,AGM6U42GP43XU2OGYR3CS2J7DHRQ,AENFJF6M6ESZKBLJAMLVOZFCCORQ,AGVNTYOKOFM4NNLYUW4PYVCGLBWQ,AH3ZXWK36A6T5DSP6ZNR42M6C44Q,AEEQ3N6TTKJ6KIQQ5GNDS7AHU7ZQ,AGCSVYGZ5WIFAKJVQBXPV23L7ZSQ",340,1,999.0,999.0,0,0
"AF5VUXGXGK7JT2XRO7HGTFDQY5OA,AEIXBTPYBR47FGHAXDGUF47THVNA,AE22E2AXODSPNK3EBIHNGYS5LOSA,AHHV55IOBUA43K6OGUB6MH4SCSPA,AGJZRLTPG3LJML3KI4RAVEQ2RQDQ,AGRAVGG6YRUYTGZDEFZUUNUQO2MA,AGS2SGI5ZQ3VU6CQCOHCNJ33XQRQ,AGCI7Z2ERAGGKG4BPPEUVLXHT2FQ",691,1,1999.0,1999.0,1,0
"AF5XVR5OXJ67BJZGIOYFMQDQIGGQ,AGKGXJAEWW2YJUFZPBBJMTXB5JCA,AHWBGFXMQMPMLIRTEOZC23QT2FWQ,AEVYQ5XCKNYAC4L27BDFVMWT6TCQ,AFNM7CC3WVFADEY2HU4FUG2PQVSA,AG5LTALCLRJRNBK3W4P5EODKPLSA,AGUJKURU5LKSDMIBLC2AYZHJZCHA,AHPJLCH4PJJ5CD53KTXAAXRLV4ZQ",1302,1,1089.0,1089.0,0,0
"AF5YAAI52AMX6HOPQF2J3SOJESLA,AEU76NMTP5BLAI4YLE37G5UXRMMA,AF5SLHZEFIV3ISEOW2STG3EWYNQQ,AE45TP5ZURNMWK6GGPJ3F75P4ZZA,AHEA3K6ANMNJUJMNXADMGWWCQ7SQ,AFIRCW3B6RJPGLBHGXSYUWY27DNA,AHNBZ3WPTLGJBSD4DMHKPHJ7XDHQ,AHCEOI6ITIDUNPWUJ4UXVSLL4YGQ",728,1,1149.0,1149.0,0,0
"AF5YTGKUGQPPKFKV7FI2WPBEB3FQ,AFC4IGBAWQIZUIGT3HAGY3JZT5YQ,AE4MWULC56KNGZ5KY6KVDRZ3IKGA,AG47LLM626L4ZVY57SFZW7DRFXKA,AHN7KROB4JXXDRI6ZVYUNQLPABWA,AHCMLMTP2OQVADDPGN4KBRJMR7ZQ,AEDUUPZP42KTG4E4WBBN6XBQ7OEA,AEZDPO2SL7ZV6NDT4S5BGU3YO4IQ",287,1,298.0,298.0,0,0
"AF63ZFTFFODG7SUOLW4HXHDUQPSA,AHCXNGYHWBSZ6FJZPUDRAFN6IVDA,AF7KWHU33BSKUSJ3JTPU4X2NBYLQ,AGHD4B4QRRL44PJCZEPMGONDVTJQ,AGI3IQPHZ7GWIDMB52JK2PXNFFTQ,AHV2PXIU5JTWA4FJ3IDGCHRFLGIA,AFSRWHDNHTHHZGPN7I2QBDAMOIVA,AEUZCEJW3VTJKTBTONLMQFYOGBNQ",593,1,175.0,175.0,0,0
"AF67LQRZS6WAY2MDTZEV7V5VKLLQ,AHCI4YNJ5ZX4GMLKZMRA5CVQPRHQ,AH2PQ7GHEBOEWANWP7BA4U6OIJGA,AHKOD27G2AIJP3DK46K55BDZELGQ,AFPQDD3DIPXU6C3Z75XBYUVWTH3Q,AEIIOCCDVYEZSGZVFZSNYZKHM6HA,AG5IEBFXQTBJ4OY2YRIDGM5T53WA,AEG3FM4NNSWVGPQKTOWSUWD5WIRQ",197,1,799.0,799.0,0,0
"AF6F5SXN6WZEJUZNPNBN7WYT5HPQ,AE5Q66OAQVOETNNHP2BPN5WIBVJA,AEH2RH7OIWT7S4QEODICS53N57KQ,AEHOWFK4BF6CWRRJDVZUZOVUL64Q,AFJ5LGRDRG2RMQGAD5BJC5YXQSJQ,AHTXV552AQKBQFWD55KKCHCNLVZA,AH2A7GWJRYJ67HRIGNYIKLIU3ORA,AEUXJKOEYXTPEXZALZOBJP3QBI3Q",684,1,1199.0,1199.0,0,0
"AF6FWJDVYLDXCQ3XUAMYDIMTDE3Q,AEVREAMLELSSIBFZAFMHJZHZOCEQ,AHFQHRUOXMDEODCDMN7DAH7O3XUQ,AFMEP5XCM2UPBSXEMETTX2WKYZXA,AHP5XVXHFNOISFJBZ3NQX75EC5QA,AGHNC3MCDVNFBHJE57OTC7AOT6YQ,AEYTSGFWZ4ZRHMCUB3CPKEWFHMEA,AEDKRMDACO4VWC4ERJ42X6USUNTQ",634,1,1345.0,1345.0,0,0
"AF6I3MZF3P2HMDTVRZR77JNTYUCQ,AFEXRCHGLYKM5ZGHJBVX6L5VIOXA,AGVUL37HNVQISEF42ENXXXXMDPRA,AGLL2HRMUMQ5JRZ7Q7DPQLM2MIEQ,AGQQKGDKYF7X7I4LCCCA52XMHQ7A,AEFAWUMPU4OZI76XQ37T5D7JHLEQ,AGXJMJ3ZVCCFNNCTGL4JX2FYEKWA,AHFQU7X3BLUNYBPNEBVXRU7U5QPA",62,1,1456.0,1456.0,1,0
"AF6LIODHEVBNHSICH65AHW3Q5K6Q,AHHZ7QIHLGGULJCNSO6UZWGGA62Q,AHSCIEU3X72XOBAMBBZTYIEWEFSQ,AHOMYGLSLJLCOT7Z24PZSVJY3LJQ,AGAW2EDB3HCVCKBR6DVI33KGYI3Q,AGZPN7K6DUABDZNR6UPOWFJ2ISYQ,AHTKACMLCVKP56U5L6GITRGPXIIQ,AF5IOS4YT454ICNOPYIIRH4HAHMA",383,1,2699.0,2699.0,1,1
"AF6LRVDRKYWPTZXZLQERZ3LXCWDA,AG7FU75LA5ONPMNEVH6X47PHPHYA,AG3YRWMWYEW3G2WELWCNIU2H7HQQ,AGXZDH5CDJHVZVCYA6555BIZIWTQ,AEP6P6MBRADJL3SDICYEMQUWXVEA,AEVOU4VDGD6M5VOUU47DZ7JRABEA,AGA3BZEL7AM75FQS67KO32HQKWHQ,AHYU5NW2HTBFSIBPELM5BWRVFHDQ",16,1,199.0,199.0,0,0
"AF757N27JM5UZFJ3TS5FVGBYVMDA,AEMZHQJZLLZE7YLSPHME5ZJUOQ6A,AGTQADVKZIITNOSSU2VHYAEEZ7WQ,AG5QL2X7ZDWB3GK34SRUZTAXKO2Q,AFVEPSR3NXA6IPMGBTDRZNB6TY7Q,AFDLI3P4HU4RJGHXBV5X4UBM7ZLA,AGSYEEI6BBNNWJDYAHK22EYCPKQQ,AGNR2DWHR4DRJVRRUOZTUU4EY5RA",655,1,1499.0,1499.0,0,0
"AF7BXYFKSFYOMLSKCZE4ZVWITELA,AFC3WW5ASWRLFETWSIFW4DUFAXEA,AG3YBDVYC4S2ROATG6F73M2GDOJA,AHSDSN3MIGD4LYSPAEYNR6CLUMSQ,AHF7FOM3HINVCDH3I3HLPB7B7N2A,AH3MKPYMOQYNRPSGQ3ZC3YFHNO3Q,AFKPV2TBH6JBO7XK3E4EMJDEEGTQ,AF4YOKQQSLTSO7QHYQUEF4KD4MIA",1191,1,349.0,349.0,0,0
"AF7EOXYL5K36BDP6PXF6K2TL5TPA,AEN7NV2P5WNHM7EXCWWWES43N3PQ,AFFCNMMFC5VPKDGX5FGNODAS6Z6Q,AFQJM63Q7OMAP62BP3TB4YQEZAXA,AGN5DA5YJ2ZNRT47PCFQTDEDEHNQ",1288,1,399.0,399.0,0,0
"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AFVFGVFOC6WUUL7VZ3ZSBDAFMPOA,AHIQYP5QKXYWXGJC5Z6YGIZVQTKA,AGCXB54PNFRXYGF7NLH66BHO6S7A,AGJTDMCUUNZJRJKAQGZNFBSZUAMQ,AEBHV4MEUEGYYUNRYNMTNAEZFRBQ,AEFIFJIV3YDBR7WKSDYX4JEQSCDA,AGJ7FX6Z4B7QEM6DG2BT26XG6XWA",746,1,579.0,579.0,0,0
"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AGBITVO2DOMNZU6DB4QF2WXXELLA,AFKLAG22RFOVUU5PLNHQ5K6J44ZA,AFLBQUGX2NEY6DLJBUN7O6LGH4QQ,AFESOELYFWWZ3LND4HLBVI3PLAYA,AF7N24U3P7U7KXYPZXEKACPE2KEA,AELHJ3ZSDT52K3IHCRSBUZF4LXQA,AEOEMKEL2KZN2YOOK6FKZ7NYK3XQ",408,1,1614.0,1614.0,1,0
"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q",487,1,1490.0,1490.0,1,0
"AF7KVNWBD7JWYLKGKXBYJ5O7RQ4Q,AENT4PFAUWIXBLC63RBXFSIQS25A,AFNJ2FA2TZWNELD25ME5HKAFNN3A,AE7HD2B333CUTVNEKKQ2OFF3ZWNA,AH7QP5VH5777BLVSP5M6KE2IEOWA,AFHOIELXNNNUIH657DZGY66E47BA,AG56GJXG2U4TIZ42J4H5SIAOZFSQ,AEE5ETMIZN42YFYSNE3DUQUSWEJA",492,1,1699.0,1699.0,1,0
"AF7PPF6P5ZASHL4RYP7AZQBHRRTQ,AHSCASHEA5LLVORCEIHZYHNTHUMA,AEKWTFXLMJ5IK4T2CSJT2AY2CGYA,AHDL7PIYXZ36YFNS7NBPEFD3WRUQ,AGFYVS63J2YEAO7NGQCRW3TTFB3Q,AE6VPREPQCXMNBLLF3SDM4ZWRSLA,AG35AFPFHGMNYSEFQYN6USFG3FJQ,AH7JGQRRWMJTCWMZPQZDA7324DUA",183,1,1349.0,1349.0,1,0
"AF7QK5FHWPIIYYCVERDUJEZYTSXQ,AERRAASKR2QOMQ2YNIKRDQHAQGMQ,AH5S5HEUKPD2ZLHBH5XQFJRLLRCA,AHB4T3IC5YTSPMCDPFBABXVV34HA,AFR42H36VEYD3J2M5QXO2MV5B4KQ,AHKTL6AK4OY3ENQXT4IEV7SBIJ6A,AESQ6MV2NLTB3NJ73LIP763MMOCQ,AEAKZZZKAZKLEAAUUXG7QOL3XCQQ",214,1,2742.0,2742.0,1,1
"AF7UYUVEZZUXIIOJWWI776NZPTRQ,AH6UCH7MNAI4EDGZ2Q52KI4MDDBA,AHAC5FGED7HOO5GSKRTNCX7RMQFA,AFCQT3WCIYIHW4QJCMZSEXJ2A6QQ,AFNH4WZFYWT7D2WDKDIWY4YTR3CQ,AFKSVLIYFZUL6NT2QFBSXMWYZUCQ,AGXUG6UVU2G7J3OXP4REN3VZCE6Q,AHRFHGMEBL54OW7P2XZGYOFE7WKQ",14,1,1499.0,1499.0,1,0
"AF7XWA4GXXWKOYLWWKGKZIP5O7DQ,AHDS5LB3MMUPNWTCDQEXTSXOPSOQ,AGNIQYBJFY2NWMGIXJQQRKWAENEQ,AGJVSVELOXYVHW65UU77WNDG45XQ,AFHVZ4KFVKXPO55UNZLOJEQIUQYQ,AFV4TP7EA6GRZX4WZUQTAFBWIR2Q,AE7IAOHK4VD5SU2NV3WDE5Y5TVHA,AEUJMQ7IHJCECNPJLEOKEI4JLDPA",425,1,3600.0,3600.0,1,1
"AFA27PWZ7R6SHPUK6YI3LUPVQAXA,AH3YMZDQPMC4SNFHGLOEIFEO5P4A,AGC7U4WCJ72KSPKZJE6SA6ULCNAA,AF2I6FEF7CCDHSXJQCMHRDLEV4UA,AGZYDFV5X762ARBCKH3CXTG4QUTA,AGBBKPN6FHVMRRHWZVRJ7O45VG7Q,AHON53VQVWWCC3G7B6BF4BE7ZESQ,AG57G63ZBJYDUGVZ2VRDSZD6L4ZA",122,1,979.0,979.0,0,0
"AFA6NJKGCITRFOYKD2FMBD44UBPA,AHMZC6VKUENGIMRG2EPSXG6RH23Q,AE7RZUVJXGKZLFJIM73AQTSJ6UHA,AHAXYLDPLJR5KB45YNUYJN6L7RVQ,AED6534KQCNZBMWINPAQWCHZN6FQ,AFSIL7CASV3Q2ACX5BE7KDJLWYZQ,AEIM5O3GZRMQXNPWZU7KFLA5Q5CA,AHAHC55DIXSRUXGITFAGPVUMWGLA",267,1,189.0,189.0,0,0
"AFA6YM4NTFRGHHKYN5U7HUYEVSUA,AEB3EVUTQCHIE3PGITWK72Q6EKTA,AENDMMCGUEYDYJTVD5GZ7VWYOALQ,AGYTNS7EN2WZ2WQGLKN74NA75PNA,AFXQSIUT7B2DVWYGONQGEGVMGFTA,AGBSRQCSUBTYN644BB4FVJBC6RCA,AGK2AGWUMBCU5TCFIZSFDJORZH5A,AG6DLOLZYH4E5ZATU7HOAK4REHSA",722,1,149.0,149.0,0,0
"AFAD3K54MDC5KWKEIL4GPRMDUCSA,AHKLFZK4YWYVSSH6RENLODXSQEWQ,AFPEWRRHEEB7AE7UXZZW6AYFGI2A,AGMR6IFE74NZ6I2AKCYNT3OA4WJA,AFLHIPN4MXE2CDTUI675U5BMGJ5Q,AFG43ME6P6CX2VMBEUJ4A3VILLIA,AETAP7PLIHXSLRWHSKZ6CB4LUOEQ,AG6EJGP5G3XX3PO7XUVN23XNF7QA",313,1,479.0,479.0,0,0
"AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,AHR5LL4YACXI5EFTGVBU56XUEG3Q,AEWZWQVWEH3665BOU2QPVBRLTTSQ,AG4K2GZXDJUJR73746BVI5ZCXXAA,AHRRE5O2H4IOLL6MP6GQDG5WA7CA,AHXDIZAFO4I6IXLPNGBHUSK7UZBQ,AHTLGCL5SZOQA3Z7FN2JPUWU2FAA,AGWT3N6VGOTZTXX4EK53LSAV4JDQ",940,1,99.0,99.0,0,0
"AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,AHR5LL4YACXI5EFTGVBU56XUEG3Q,AG4K2GZXDJUJR73746BVI5ZCXXAA,AEWZWQVWEH3665BOU2QPVBRLTTSQ,AHRRE5O2H4IOLL6MP6GQDG5WA7CA,AHXDIZAFO4I6IXLPNGBHUSK7UZBQ,AHTLGCL5SZOQA3Z7FN2JPUWU2FAA,AGWT3N6VGOTZTXX4EK53LSAV4JDQ",690,1,99.0,99.0,0,0
"AFAVAR36WZOZ3TA3WC3KI2OKYJ2Q,AFG2M2SXTLVAQPPIADLDPE4FCLEA,AG4RNET5VB3G2D37WFEHZV764UYQ,AFNEINFKCBDEN7HOKXHHXVU4LDTA,AHGEURQ45YJNNNFH5RU3XS3HVOXQ,AH4IHZ6OEORKRRITBR3OU6LV2RSA,AF4K7PLAIOCYLKM6GPRXS43XTQRA,AEICD6CA4XTLZ2ZLKBJ2NQWSAGGQ",253,1,499.0,499.0,0,0
"AFAVJJJRDJZCFKPZ4ACGTYBLRJBQ,AEZBJMTSQQ7IGWYTZDUQ24KXSFWA,AFGZQNTKB7GCYDFGCOV2MF2VBSXA,AHM3MJSP4J3IJUZE6ENH3352KDVQ,AFDE6CEFGDYLXV7SSVU7NCEZKXKA,AHNR5FBWUV4A5XSJXNBBK26US5XQ,AH2YX7BOKWSCK4CRS3U5IOHLPPQQ,AGNBRGWKNVYUJI43BQVDG7UPV6PQ",747,1,299.0,299.0,0,0
"AFAYH4FG2MUZTFGDVONVIOV4W3KQ,AFXA26HZQUFUW7XEXH5GMEEZSPMQ,AHFDNDR53QEPY535GSA7C7ZDQ5DA,AGXTHFOTWKYIA6ES5PVGEF2IHWFA,AHCSJSWJF6TFP3YDLCRVCNWPZFTA,AELOYAHMYOGED3PPIMLJIHD7DHGQ,AGNX3V74DONZBBVE2CYREKRCKAQA,AEG6YPCCZCXOX53TAJ7RCARHGZ3Q",882,1,139.0,139.0,0,0
"AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,AFLIHOX2HH7S2OJAD63UAHKMY34Q,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,AFHKIURZM4R62UEXTOCZLI2FPQ6A,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,AG4LMDCRAAKD4U2FZ6B6N75KTHXA",1444,1,199.0,199.0,0,0
"AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,AFLIHOX2HH7S2OJAD63UAHKMY34Q,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,AFHKIURZM4R62UEXTOCZLI2FPQ6A,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,AGAHH7PWXC4ZX235QLJVVHU76USQ",992,1,199.0,199.0,0,0
